,id,tweets,label
6142,6142,A whirlwind weekend Ready to help in Nepal and rescuing dogs from slaughter in China Read more  via,0
7672,7672,Nepal Airport Provides Shelter Relief and Treatment  News USA,0
349,349,Magnitude  earthquake jolts different parts of Sindh Balochistan Awaran Pakistan Dunyatv,0
3016,3016,earthquake jolts Bay Area damage and at least  injuries reported earthquake  It was t,1
4032,4032,Oh damn an  magnitude earthquake  AND a tsunami warning Keeping Chile in my thoughts for the remainder of the night,0
5457,5457,PrayForChile Were with u FuerzaChile,0
5464,5464,PrayforChile  everyone effected by the  magnitude earthquake andor tsunami  the  prisoners who escaped,0
1683,1683,PakistanArmy kicks off rescue operations in earthquake hit areas of Balochistan,0
2430,2430,The latest on damage injuries and aftershocks as our napaquake coverage continues p,1
7069,7069,Tweeple  is helping  respond to emergencies like NepalEarthquake by living belowtheline ht,0
6440,6440,people dead from the earthquake in Nepal and we have people looting CVS in America Hello handbasketwait where are we going,1
865,865,In name of relief workarmy officials are conducting military operations Balochistanearthquake Awaran Unending miseries for peoplePak,0
4488,4488,Klaroline Is Our Heaven  was such an amazing trend that I hope to repeat again KCFamily,0
2808,2808,Napa earthquake as mapped by social media posts Mapping software company Esri creates a realtime interactive http,0
2784,2784,Boy hurt in California quake I should be dead  Washington Post,1
2940,2940,QUAKE HITS CALIFORNIA State of emergency issued as officials weigh damage PHOTOS Magnitude  earthquake st,0
4065,4065,Think I need time away but isnt that what this is Do I need time away from my time away,0
2819,2819,napaquake  million loss many in hospital homes burned  damaged but neocon  flips them off,1
49,49,MQM Pakistan KPK govt dispatches  trucks of relief goods to Balochistans quake hit areas PESHAWAR On th,0
7109,7109,Watch Kathmandu devastation through the eyes of a drone,0
2187,2187,TheVerge The Napa earthquake woke this many Jawbone Up wearers,0
3307,3307,napaquake prayers to all in Napa tonight,0
7688,7688,At least  people have died in Nepal from massive NepalEarthquake and aftershocks official says,1
8194,8194,Over  people died in the Nepal earthquake but no one seems to care about that right now,1
295,295,Fajr time in Karachi Say your prayers karachities Muslims Pakistan,0
6150,6150,NepalEarthquake helplines for those searching yet,1
3142,3142,A  magnitude earthquake occurred mi E of Anaheim California Details  Map,0
4141,4141,Omg  earthquake in Mexico today And an  earthquake in Chile last week,0
6832,6832,HEABREAKING  people confirmed dead in Nepal with over  injured NepalEarthquake,1
3689,3689,发生地震 M  OFFSHORE TARAPACA CHILE,0
3276,3276,Meadowbrook Lane in Napa Skaters find upside to quake damage Video  Pic by Jeremy Carroll http,1
5594,5594,Text NEPAL to  to make a  donation to UNICEFs aid effort in Nepal Every little bit helps,0
2126,2126,BREAKING The total cost of the devastating Napa earthquake could top  of the cost to develop the bamaCare web site,1
2503,2503,State of Emergency Declared After California Earthquake  Jerry Brown declared a state of emer,0
5377,5377,BREAKING Interior minister  deaths reported in magnitude earthquake that hit off coast of northern Chile,1
7562,7562,A searchrescue worker looks for a sign of life in a collapsed apartment building in Kathmandu NepalEarthquake,1
2775,2775,Tech Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake,0
3545,3545,Northern California earthquake is the strongest in  years  CNN,0
6703,6703,Donate online to help children in Nepal at  Other donation channels at  h,0
3156,3156,Colorado USA Westminster   earthquake  Northern California rocked by magnitude  earthquake ear,0
6922,6922,OstrovA ISRAEL NEPAL Israel sent  people to NepalQuake Medical aid workerssearch  rescue people,0
4107,4107,UPDATE Chile emergency office says landslides partially blocking some roads highways after earthquake,0
3431,3431,Top story How did the Napa earthquake affect sleep  see more,0
7173,7173,Want to do even more to help NepalQuake survivors Start your own fundraising page  Nepal,0
682,682,USGS reports a M earthquake km WSW of Puerto Madero Mexico on    UTC  quake,0
378,378,earthquake M   NorthAmerica United States Alaska Whittier Preliminary Earthquake Report DateTim,0
8248,8248,In postquake aid rush Nepal neighbors jockey for position  Washington Post  In,0
4266,4266,Earthquake aftermath in Chile  photography arts,0
1914,1914,FollowMe Wascarx Northern California rocked by magnitude  earthquake  Fox News F  FollowMe Wascarx,0
6772,6772,My birthday is tomorrow and people in Nepal need a gift more than I do please read this and donate,0
1414,1414,Jewish conspiracy   Dead bodies of  female students found dumped in a canal in Madan Chak area of Gujra,0
2021,2021,Outstanding work today from my  colleague  on the Napa earthquake Follow his remarkable twitter feed,0
4779,4779,Lord hear our prayers PrayForChile,0
7029,7029,Seven Tourists From Assam Feared Dead in Nepal Seven tourists from Assam are feared dead in the massive earth,1
4864,4864,ChileEarthquake Antofagasta moments after the earthquake,0
6526,6526,Death toll in Nepal already passed  due to earthquake prayers with victims,1
1025,1025,SenatorBaloch Humanitarian Black Out Balochistan  Deaths  K Affected  No international Help,1
6622,6622,ORGANO GOLD  Ways to Make Sure Your Nepal Donations Really Help the Victims  TIME,0
3586,3586,Nowe ZDJĘCIA z Chile com Damage  fires in northern Chile following  quake,1
2531,2531,Expensive wine seeping across cellar floors shows Napa Valley was biggest loser in California quake,1
7695,7695,NEPAL STRUGGLES TO RECOVER THE DEAD,1
6515,6515,recovered and still  are missing Furthermore ISIS is killing people every day Yesterday I saw a photograph o,1
6529,6529,Watch Shocking The first  minutes after quake hit Nepal Click here to Watch,0
5150,5150,Small tsunami waves arrive on Southern California coast after Chile quake Watch,0
6684,6684,I added a video to a  playlist   People From Belagavi Return Safely From Quakehit Nepal,0
5245,5245,Following Chile earthquake ASEAN centre issues update on estimate time tsunami will hit the region,0
2050,2050,Each day after Sundays napaquake seems to uncover new damage or new problems The latest up next at  Watch  via,0
2469,2469,Local officials estimated Monday that Napa Valley suffered  billion in property damage from Sundays earthquake,1
6193,6193,Top questions the world is asking about the NepalEarthquake on Google,0
330,330,Chairman  is in the Earthquake region of Awaran from Day First ReliefBalochistan,0
1543,1543,earthquake NZ Magnitude  Saturday September   at  pm NZST  km east of Seddon,0
7641,7641,VIDEO Restaurant scoured for quake survivors Rescuers in Nepal are still hopeful that the  news socialmedia,1
7692,7692,confirmed killed when avalanche hit Mount Everest base camp after NepalQuake  mountains worstever disaster,1
8329,8329,Firsthand account from aid worker with  in Nepal,0
6345,6345,If a soldier says he is not afraid of death he is either lying or he is a Gurkha Long Live NEPAL,0
5995,5995,Hearts go out to the nation of Nepal may they find strength and support within each other to overcome tragedy NepalEarthquake,0
7645,7645,BritishRedCross Ive donated financially to the NepalQuake Disaster Fund but also have clothes  blankets to give Are u accepting those,0
173,173,Pic KKF send relief goods for Balochistan Earthquake Victims ReliefByKKF MQM Pakistan,0
6048,6048,Special Event for BamBams Birthday  DearKunpimook Bhuwakul has Donated for NepalEarthquake with  ht,0
1409,1409,If Bloch muti billionaire feudal donate Together No need of Govtnational Or Inter Aid But who cares BalochistanBalochistanEarthquake,0
1038,1038,USGS reports a M earthquake km NW of Boron California on    UTC  quake,0
470,470,After blasts and firings the new cliche is earthquake S,0
7734,7734,Earthquake devastates Nepal killing more than  How to help the relief effort,1
3082,3082,Scary Images From The  Earthquake in California,0
7792,7792,Across the  today were broadcasting a crisis appeal for Nepal NepalQuake You can make a donation online,0
8255,8255,BBC taking their fancy helicopters into Nepal to talk about how everyones dying but help no one,0
7399,7399,As the poor in Nepal are devastated by a natural disaster people in our community are CHOOSING a to destroy their own homes M,0
8028,8028,The utterly amazing Joanna Lumley is heading up the  Text DEC to  to donate  NepalQuake,0
7309,7309,MSGHelpEarthquakeVictims Google has released a people finder for the NepalEarthquake  data not ver,0
17,17,Very Sad News   consecutive Blasts in Qisa Khawani Bazar in Peshawar Pakistan currently reported dead,1
1750,1750,You didnt believe the new Island rising due to the earthquake Watch this before it gets removed,0
4013,4013,Thank you to all I you who have contacted us regarding our friends in Chile and the recent earthquake As far as,0
7887,7887,Death roll croses  in nepal now earthquake,1
3132,3132,California earthquake reminds vintners merchants of fragility of Napas success In less than tw  quake news,0
7121,7121,narendramodi seriously your Man of Action not WordsProud of youThanks for helping Nepal,0
3933,3933,imsergeramos PrayForChile Wth Earthquake  RS,0
3650,3650,News Panama Earthquake  Tsunami Warning Risk Higher After Chile Aftershock An earthquake hit Panama ea,0
6573,6573,Israeli Boeing w support approaching KTM NepalQuake IsraelinNepal,0
5694,5694,International aid  rescue teams continue to arrive in Kathmandu after the NepalEarthquake,0
4402,4402,Happy Birthday to   cute I LOVE YOU,0
5528,5528,Kathmandu quake aftermath Clearing rubble to search for survivors,0
3001,3001,California quake damages historic buildings The strongest quake to hit the Bay Area in  year  ff,1
545,545,Earthquake M  km NNW of Kandrian Papua New Guinea Monday September    UTCMonday Sep,0
6877,6877,Green earthquake alert Magnitude M Depthkm in Nepal   UTC  people w  via,0
7287,7287,A member China Intl Search  Rescue Team left for Nepal on Sunday for humanitarian rescue following an M quake,0
3615,3615,new icon Header  fondo,0
7876,7876,MehrTarar Pak also owes Nepal and whole world how dare they raise their flag on rescue mission,0
6812,6812,Viber users can now use Viber Out to call Nepalese mobile and land line numbers for free NepalEarthquake,0
2294,2294,More than a dozen buildings uninhabitable after Napa earthquake,1
509,509,Aamir Sohail said Misbah has proved himself by performing consistently well He even deserves to play Ti for Pakis,0
501,501,USGS reports a M earthquake km W of Progreso Mexico on    UTC  quake,0
6523,6523,More than  people killed in powerful Nepal earthquake say government officials and police,1
5314,5314,BREAKING NEWS  Chile Chile cancels tsunami warnings nicoleewayne master ios android hd,0
6159,6159,MT  Rescue Nepal Send support to the victims of the earthquake in Nepal Join me by giving to  http,0
889,889,KKF send relief goods for Balochistan Earthquake Victims ReliefByKKF MQM Pakistan,0
4722,4722,pierrefitter Another video of people desperately clinging to furniture as the Chile earthquake this video is from  not now,0
1440,1440,BREAKING UPDATE Death toll from Pakistan earthquake rises to over,1
186,186,Rest in peace to all those lost in the massive earthquake in Pakistan you will be remembered by a new island ToSoon,0
2416,2416,N California Cleaning Up After Strongest Quake in  Years,0
1681,1681,CM Balochistan has requested separatists to cooperate else earthquake victims will die from hunger,0
6739,6739,VIDEO Nepal Drone Terremoto Incredible drone footage shows the scale of devastation in Nepal  vía,1
8161,8161,m people affected by NepalQuake Please give and help them,0
1822,1822,magnitude quake in Pakistan just created a new island,0
944,944,Epicenter Miyagi Coast Max Shindo     earthquake jpquake,0
1748,1748,Ali Ahmed Baloch Secretary Education Balochistan speaking at Alif Ailaan event in Quetta,0
502,502,Pakistani villagers reel from quake  quake earthquake,0
1521,1521,Headlines  Kenya begins WestgateMall mourning period Death toll grows in massive Pakistan earthquake,1
7861,7861,RSS teams will reach Nepal till tomorrow morning and start relief work IndiaWithNepal,0
1878,1878,QuakeFactor M  Southern Alaska Sunday September    UTCSunday Septemb  earthquake quake,0
6951,6951,How the world is coming to Nepals aid  via  NepalQuakeRelief,0
6343,6343,Please consider helping Habitat for Humanity rebuild in Nepal   Thank you in advance for your generosity,0
6019,6019,The latest on Nepal earthquake Dozens arrested for looting and spreading rumors about impending big quake,0
578,578,USGS Breaking M  km ESE of Anza California  PastHour  earthquake tsunami prayfromjapan,0
4867,4867,magnitude earthquake in Chile Hawaii on alert for tsunami waves Now Magnitude  off coast of Panama  tabloits mediaSucks wth,0
1930,1930,earthquake update from city of Napa  treated at Queen of the Valley no deaths No new patients since pm Sunday,1
6651,6651,India Nepal Help India Nepal Help India is sending disasterresponse teams medical aid and food supplies to,0
5113,5113,New post  Quake and Moderate Tsunami Hits Chile,0
2494,2494,Day after Napa earthquake region takes stock cleans up  SFGate,0
4810,4810,this ones not taking any chances arica temblor terremoto tsunami,0
4818,4818,When it good  PrayForSouthKorea PrayForSinabung PrayForNigeria PrayForChile PrayForFlores PrayForUkraine PrayForIndonesia,0
4200,4200,Chile Impact Summary Iquique Earthquake  tsunami,0
1959,1959,USA   Scores of aftershocks from Napa earthquake felt more on the way USA  Officials have warn,0
4194,4194,Good Times   Gótica w  others,0
1973,1973,Napa Quake Damage Turning Into Tourist Attraction Olive Oil Store Now Greasy And Expensive Mess  san,1
705,705,My thoughts and prayers for all those affected by earthquake in Pakistan May the world come together and help them,0
1689,1689,BBC News  Pakistan quake island off Gwadar emits flammable gas  paperli,0
785,785,BalochGenocide Five more dead bodies found from Panjgur were brutally killed by Pakistani forces Balochistan,1
3380,3380,RMS experts extensive damage to unreinforced masonry buildings  façades caused by the Napa Earthquake,1
3812,3812,Desperate evacuating Chile risk of tsunami check video of collective hysteria PrayForChile FuerzaChile,0
3793,3793,Chile was just hit by a  magnitude earthquake PrayForChile,0
2120,2120,Former top NRC inspector says shut Diablo Canyon California due to earthquake threats  via,0
7199,7199,Pray for NEPAL prayfornepal thankiesss share youre love and kindness Xxx,0
8170,8170,Nepals airport reopens fr rescue operations Thank god  NepalEarthquake NepalQuakeRelief,0
6828,6828,Indian Journalists doing lots of modi propaganda in Nepal Nepal Army tells all foreign teams to go back writes l,0
4528,4528,Iquique Chile has now reported a higher tsunami wave of  feet as of pm EDT US time,0
7521,7521,NepalQuake Death toll  and  casuallties in Kathmandu valley,1
6276,6276,have some amazing prints for sale including from Kendal Calling All proceeds in aid of Nepal,0
4067,4067,Chile Earthquake Aftershocks Felt in Bolivia Peru,0
3255,3255,After so much damage from the Napa earthquake  analyzed whats next for winecountry  p,1
5329,5329,earthquake and a tsunami and   earthquake with a tsunami less than  hours apart Worried for everyone in C,0
2577,2577,Quake M   km WNW of Cobb California,0
1271,1271,Victims of Balochistan Earthquake still waiting for aid  relief,0
4475,4475,PrayForChile Gods angels are coming to the rescue,0
279,279,Gilly drops like an earthquake SNL kristinwiig earthquake Im in tears,0
224,224,Balochistan quake area struck again  AJEs Kamal Hyder Were hearing that several districts have been affected,1
8301,8301,Condolanses to Nepal people and the families of mountaineers who lost their lives at EBC,0
1339,1339,Saddened by loss of life  damage caused by earthquake in Pakistan UNSG says  stands ready to lend assistance ht,0
3472,3472,Meaning �bind on equip� online gaming announces emergency tax relief for business owners affected by South Napa Earthquake,0
6513,6513,NepalQuake  Health experts from Delhis AIIMS  Safdarjung hospital sent to Nepal,0
7787,7787,A total of  NDRF teams currently operating in Nepal more teams being readied for deployment MEA,0
2498,2498,How the Napa earthquake affected sleep in Northern California,0
5251,5251,Earthquake Sismo M   km W of Iquique Chile PAGER  GREEN ShakeMap  V DYFI  IITime,0
8238,8238,retweet  AJENews Aftershocks reported as death toll in Nepal quake hits  killed,1
6516,6516,UPGovt is sending  buses today for evacuation in NepalMore buses will be sent as demand arises UPCM,1
4018,4018,coachfan  Yep Earthquake in Chile isnt even above it How dumb,0
7326,7326,We are on the ground in Nepal responding to those affected by NepalQuake Help us help them,0
4984,4984,There was a massive earthquake in chile but enough about them Miley Cyruss dog died which is way more important PrayFo,0
4603,4603,oh jesus an earthquake in chile hope the situation there gets better soon and that people will stay safe,0
275,275,How Did the Pakistan Earthquake Create a Mud Island,0
4489,4489,BOTDF HELLO KITTY NECKALCE OH MY GOD,0
6052,6052,A member searchrescue team from Fairfax County arrives  wour DA a helicopter medical assistance WeStandwit,0
4262,4262,PrayForChile Pls stay safe and pray,0
3970,3970,Chiles emergency amateur network activated due to earthquake,0
7598,7598,Doing everything we can to get teams to affected areas  help to vulnerable people who need it says Orla Murphy Oxfam Hu,0
458,458,Implementing partner National Rural Support Programme NRSP sets up our tents in Pakistan after  earthquakes hit,0
670,670,Can Your iPhone Double as a CuttingEdge Earthquake Detector When you grow up in,0
7987,7987,Devastated to hear about earthquake in Nepal  North India Our Govt has set up a helpline Call,0
5116,5116,Chilean Interior Minister  dead following earthquake off Chiles coast,1
5469,5469,Tsunami alert for Chile will last for at least another  hrs following  quake  officials,0
1126,1126,Pakistan once again provedA good Baloch is a dead BalochStill no aidrelief provided to Quake victims seems army waiting,0
7557,7557,NDRF IAF Indian Army  voluntary bodies are doing a commendable job in Nepal Their efforts bringing some relief in tough,0
2805,2805,The Napa earthquake woke this many Jawbone Up wearers  The Verge,0
3434,3434,Earthquake in Napa Valley hits wineries The wineries in Napa Valley have been damaged following the magni,1
1953,1953,wine napaearthquake Strong California quake shakes famed wine country  via,0
2457,2457,Was quake the one before the Big One Californias quake wasnt a sign that the dreaded Big One is on the,0
423,423,earthquake M   SouthAmerica Chile Antofagasta San Pedro de Atacama Preliminary Earthquake Report,0
1382,1382,An earthquake simulating truck that can help save lives in New Zealand now on DailyPlanet,0
5140,5140,DavidBegnaud NOW Chiles emergency office Entire coastline of Chile must be evacuated following  earthquake  Live on Natl TV,0
5487,5487,CBSNews JUST IN  reported dead in ChileEarthquake  inmates escape from womens prison,1
677,677,HELP REQUEST for Earthquake Pakistan sufferers ISAAR YHDesk,0
57,57,PhotoAlbum KKF send relief goods for Balochistan Earthquake Victims ReliefByKKF MQM Pakistan,0
5005,5005,Troops keep order in northern Chile after quake kills   USA TODAY,1
4427,4427,LIVE Japan risks tsunami after magnitude Chile earthquake Taking the advantage of the quake that allowed,0
4108,4108,USA NEWS    HOT NEWS  Chile Earthquake Powerful magnitude earthquake off Chile k,0
3526,3526,California is so chill we just had a huge earthquake and were like,0
8402,8402,Live Nepal quake toll could reach  says Private Message Koirala,1
7910,7910,Honestly I feel bad for Christians They felt so unsafe in India that they are shifting base to Nepal WHY WHY WHY,0
927,927,Earthquake survivors of Balochistan being shifted for Medical treatment by Pakistani ParaMilitary forces,1
5819,5819,Thousands Queue Up Outside Kathmandu Airport in Hope of Way Out,1
4626,4626,Video shows strength of earthquake that hit Chile LocalNews BirminghamNews,0
1140,1140,FoxNews New massive earthquake rocks southwest Pakistan,0
4019,4019,Shopping con la gre y fede,0
7180,7180,Two weeks ago I was in Nepal for preparedness training I took these photos of Patan Durbar Now its ruined,1
1624,1624,A Birds Eye View of Earths Newest Island earthquake Gawadar,0
5365,5365,TSUNAMI WARNING continues for Chile and Peru CANCELED everywhere else PTWC,0
5236,5236,Sending out all my support for all people in Chile all the prayers are with you also u can donate  PrayForC,0
1968,1968,Napa Earthquake  First A Boom Then Flames At Mobile Home Park jobs,1
5755,5755,The nightmare is still not over PrayForNepal,0
8283,8283,We are with you Nepal ThankYouPM  Team Army RSS and all selfless volunteers Wonderful toon,0
6895,6895,Live All government colleges schools in Nepal shut for one week after quake  dead,0
949,949,earthquake M  km N of Hatillo Puerto Rico,0
2006,2006,Losses From California Quake Could Top  Billion The magnitude earthquake damaged buildings knocked out,1
1143,1143,A  magnitude earthquake struck Balochistan the epicenter of the quake was recorded at  kilometres northeast of Balochistans Awaran,0
5393,5393,Update Two dead in Chile following quake tsunami warning remains in effect,1
7638,7638,Everest as per Mountain Trip team death toll in Be cool is more than  many missing  NepalQuake Nep,1
7467,7467,Some people dont like Nepal then no,0
2749,2749,Northern California quake a bad sign of things to come The earthquake jolting Northern California struck mor,0
6606,6606,A woman helps her son get across a crack caused by Saturdays Nepalquake at Lokanthali Bhaktapur,0
1814,1814,Pakistan Private Message Nawaz Sharif said Islam is a religion of peace compassion and brotherhood,0
2652,2652,Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected matthiassonwine napaearthquake,0
5311,5311,TeamPAPii Chile Assesses Damage After Huge Earthquake Kills   Unete,1
1479,1479,where are the sardars balochistan earthquake  switzerland london or narrative come undone as ARMY bring aid relief,0
5142,5142,Quake and tsunami off Chile    An elderly person is evacuated from a shelter after a tsunami alarm in,1
611,611,BRPOfficial Two women killed in security forces laid landmine blast in Dera Bugti BRP Media Cell,1
6341,6341,Pranksters Record First  Minutes of Deadly Nepal Earthquake On Saturday The Nepali Pranksters were sho,1
4345,4345,Incredible video shows tsunami as it spreads across Pacific ocean following Chile earthquake  http,0
1078,1078,donate  trusted Balochistan earthquake relief v Baloch Welfare Society visit their fb page  acct info,0
7379,7379,Death toll in Nepal quake now  and climbing of which  were in the valley around Katmandu per Home Ministry http,1
7198,7198,Weve just launched a Person Finder instance to help track missing persons for the Nepal earthquake,1
5662,5662,Our prayers are with people in Nepal Here are details of doctors in the area  Earthquake,0
2946,2946,RafiSwagger Renewed Calls for EarlyWarning System After Quake California quake leads to renewe  RafiSwagger,0
2731,2731,Raiders  Willie Brown represents the Silver  Black in Napa as the team helps with earthquake relief,0
584,584,Temblor M  km E of Chitina Alaska  Earthquake Sismo,0
7633,7633,NepalQuake Tips Expect  aftershocks Usually less violent than main quake they can do additional damage to weakened structur,0
4162,4162,The estimated time of arrival of the initial tsunami wave in Hawaii is am HST EarthquakeChile,0
7877,7877,After todays earthquake in Nepal my deepest condolences go to the families of the victims in Nepal India  Banglad,0
4380,4380,Latest from my ecology list Chile assesses damage after massive quake tsunam  see more,1
4605,4605,Chile earthquake  Dancing With the Stars  New  Linda Perry   April Fools Day New  Don Baylor,0
7540,7540,Are any of the big aid organizations delivering supplies to Nepalquake overland via India  NepalEarthquake Ne,0
6810,6810,This is Kats group on  en route to Lama Hotel in the Langtang region Anyone seen this group NepalEarthquake h,1
2725,2725,California Rattled by Strongest Earthquake in  years       htt,0
695,695,The earth that shakes tell you to stay grounded earthquake,0
4135,4135,earthquake  aftershock off coast of Chile Shallow felt strongly Reports electricity out in Iquique,0
5373,5373,Ewu    eNCA at am An  earthquake in Chile prompts largescale evacuations of coastal,1
153,153,Seismologist says quake island will disappear over time Balochistan Gwadar,0
3870,3870,I liked a  video from   TERREMOTO EN CHILE POKEMONES Y AFTERSEX,0
6607,6607,RG fishing for votes politicking on LAB when world is helping NepalEarthquake victims This completes Congis disconnect RGPunjabVisit,0
4180,4180,PrayForChile massive destruction lets pray for them,0
1745,1745,Heres the island that rose from the sea after Pakistan earthquake It is m long m wide and m high,0
597,597,earthquake M  km N of Hatillo Puerto Rico,0
972,972,Whenever i switch the channels Only one news i see is bomb plast in Pakistan earthquake violence Ya Allahh raham on us,0
519,519,Pakistan earthquake   humanitarian partners stand ready to support Govs ongoing relief effort if requested,0
2843,2843,Napa Valley Community Foundation may be able to help gather donations for the quake impacts like,0
6794,6794,BREAKING UPDATE Death toll of NepalEarthquake updated to  says Nepals home ministry,1
3277,3277,segwaynapa Know someone who experienced property damage in the Napaquake You may need expert TaxAdvice,0
3617,3617,The Amazing SpiderMan  Crawls Into The  MTV Movie Awards via,0
1000,1000,Earlier Privatizations falsely touted as transparent have already immenselyn damaged Pakistan,0
2877,2877,California wine country quake losses seen in the billions  news world live,1
8292,8292,People desperate for food medicine shelter from Nepalearthquake At least  people are dead,1
4629,4629,I just heard Chile got another earthquake  heart goes to the people of Chile,0
520,520,Razarumi After s of innocents killed in KPK there shud be popular armed action against TbnCONCEPT OF BADALBut why still notPakistan,1
290,290,On this Friday our prayers for people of Pakistan Syria Egypt Myanmar Burma Bangladesh ColoradoFlood and al,0
6952,6952,NepalEarthquake M same magnitude as  San Francisco  about  times more powerful than the  quake that devas,0
5172,5172,My prayers are with those affected in the Chile Earthquake ChileEarthquake PrayForChile,0
243,243,Earthquake May Allah have mercy and give strength to all victims and families,0
3652,3652,Residents who have fled their homes sleep on an open street in Iquique Chile after a powerful earthquake measu,1
1684,1684,Help d affectees of Balochistan earthquake by providing thm aid in shape of food items other nessesities provide things ner army centerCOD,0
3020,3020,Inspector Wants Californias Last Nuclear Plant Shut Down over Earthquake Concerns  via,1
4335,4335,Chile earthquake triggers Tsunami warning  History,0
2824,2824,Officials estimate  earthquake that hit Californias wine country caused  billion in damage  homes and buildings unsafe to occupy,1
4468,4468,Chile mulls new investment incentives for miners  MasterMetals,0
4155,4155,Massive  Quake Hits Near Chile Coast Tsunami Warning Issued Residents Evacuating,1
7535,7535,I just wish it all to be bad dream when i wake up tomorrow so that i can worry about my college assignments NepalQuake,0
6539,6539,we were so unprepared for this and it happened fingers crossed that it wont rain but the dark clouds are here to stay,0
7191,7191,Google Executive Killed In Everest Avalanche After Nepal Quake An executive at Google was killed when a m,1
1847,1847,Balochistan EarthQuake Awarans  houses are damaged   deaths  Countless Injuries  No Medicines  No Relief Pakistan,1
1125,1125,USGS Breaking M  km WNW of Calimesa California  PastHour  earthquake tsunami prayfromjapan,0
3511,3511,Napa rushes to fix quake damage as drought means early harvest,1
8236,8236,Had a joint discussion with IOCLSSBConsGenIndianEmbassyNepal  representatives from earthquake affected areas http,0
7800,7800,At least  Portuguese identified in Nepal,1
1098,1098,Earthquake M  Central California,0
6153,6153,Explained How safe are the  highrises in Delhi Mumbai   NepalEarthquake,0
2283,2283,Quake Causes Injuries and Damage in Northern California Updated  Truthdig  via,1
3884,3884,jonnysit VIDEO of powerfull earthquake MAG  in Chile yesterday,0
7848,7848,new crisis page on HDX NepalEarthquake,0
1413,1413,Private Message Balochistan Earthquake Relief Fund established  Associated Press of Pakistan Geo News Pa  pakistan news,1
5075,5075,dead following major magnitude  earthquake off Chile damage being assessed as daybreak comes,1
4760,4760,MAP PTWC Prelim magnitude  earthquake hits just off the coast of northern Chile,0
3491,3491,Significant amounts of drone footage on local TV station about the Napa earthquake aftermath,0
7009,7009,Still moaning about your present condition Well some people are trapped in rubbles in Nepal Almighty be with them,1
1467,1467,I am the Private Message of a graveyard was the famous line of AJK Private Message after  Earthquake that forced him into a tent office http,0
5965,5965,Nepal on war footing as quarter of population hit by quake,0
5800,5800,Nepalquake An estimated  million people were exposed to the earthquake shaking,1
2592,2592,USA  NEWS   HOT NEWS  earthquake Three Critically Injured Almost  Treated At Napa Hospital F,1
671,671,Wave of deadly attacks spell gloom for Taliban peace talks Pakistan,0
631,631,Pakistan Earthquake death toll jumps to,1
6575,6575,NepalQuake  LIVE At least  killed  injured in earthquake in India,1
6161,6161,Want to help disasterresponse in NepalEarthquake Donate to,0
1996,1996,Thousands of Californias brick buildings will come down in quake shaking,1
8273,8273,Donate using PayTM NepalEarthquake,0
3323,3323,Damage From California Quake Could Top  Billion via,1
997,997,UrduNEWSIrans support for Pakistan EarthquakeIran wants serious talks with GSaharTVخبریں Urdu,0
5548,5548,Mount Everest disaster British woman escaped death by outrunning avalanche,1
4616,4616,ft  tsunami wave reported off the coast of Chile after  earthquake,0
2758,2758,Strongest Earthquake in  Years Hits Northern California,0
6405,6405,EMERCOM prepares for mission to NepalEarthquake zone,0
6851,6851,Took stock of the evacuation of those stranded in Nepal Also took stock of provision of relief supplies  material to af,1
2953,2953,California begins clearup work after Sundays quake in San Francisco Bay area,0
1530,1530,Earthquake tragedy BLF chief says international private help welcome  balochistan crisis,0
1320,1320,Quetta Civil Hospital Kay Khawateen Surgical Ward Main NaMaloom Afrad Nay Firing Kar Kay Khatoon Ko Qatal Kar Diya  Rescue Zarai,0
5432,5432,Earthquake in Chile rumbling volcano in Peru What is happening in South America PrayForChile,0
1116,1116,Breaking News Intelligence officer family killed in Rawalpindi  via  pakistan,0
2845,2845,Earthquake in California Napa shaken Bay Area stirred EarthquakeToday  LIKE many other r,0
1027,1027,This is horrible  Pakistan earthquake Hundreds dead in Balochistan,1
6176,6176,World Rescuers still at work in Kathmandu at sunset Rescuers are still at work in Kathman  via TheNewsHype,0
7404,7404,Aid Begins to Arrive in Nepal Following Deadly Earthquake  Voice of America Voice of AmericaAid Begins to Ar,0
5570,5570,Japan has pledged to donate M to Nepals reconstruction relief,0
5822,5822,HO is crucial for survival in Nepal This great org already has infrastructure set up to distribute in rural areas http,0
4115,4115,How about ForeignAidForChile in addition to PrayForChile,0
6720,6720,Aftershock in Kathmandu One jolt felt like an artillery shell hit Heard screaming from frightened people around the neighbor,0
4769,4769,I scored  points at  a game where you join numbers to score high  wild turnup PAY,0
225,225,earthquake M   Caribean Sea US Virgin Islands Saint Thomas Island Charlotte Amalie Preliminary Eart,0
6927,6927,Many of you asking where to help s village in Gorkha is completely wrecked Heres a link to help,0
7063,7063,Canada is sending a Disaster Assistance Response Team to Nepal as well as contributing million to relief efforts http,0
1774,1774,Shame On Pak Govt EarthQuake Effectees Surrounded DCO Offc Awaran People Crying For AID,0
1261,1261,DBENEWS Pakistan struggles to help QuakeVictims  dead  Dalbadi Asia EarthQuake Victims,0
4457,4457,magnitude earthquake struck Chile todayTsunami warning going down the entire country Hope the tsunami alert will,0
2191,2191,Quake M   km WNW of The Geysers California,0
